% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "43"
% phi1    Phi     phi2    value
313.311340 57.095169 36.318890 0.000000
323.957153 35.268280 22.558611 0.000000
202.388275 26.144779 138.042542 0.000000
287.946503 37.630009 90.372887 0.000000
340.272125 42.287910 354.860199 0.000000
295.136505 16.552231 56.793758 0.000000
137.188660 55.652359 238.673645 0.000000
98.745163 38.941891 285.727081 0.000000
233.009171 21.895510 152.618301 0.000000
117.977303 30.024981 210.401199 0.000000
108.836983 46.925030 244.811676 0.000000
297.600555 38.286041 36.676811 0.000000
282.418091 42.692101 76.440613 0.000000
271.314880 28.163719 81.360252 0.000000
194.839935 34.571590 209.740295 0.000000
204.804916 16.952530 112.101501 0.000000
234.157501 19.951990 125.023003 0.000000
138.307983 28.298401 240.782486 0.000000
203.939835 41.496189 139.052704 0.000000
337.140533 6.524690 64.964149 0.000000
182.331284 36.349091 177.671005 0.000000
160.491135 45.958939 194.552139 0.000000
216.373627 21.514030 114.641708 0.000000
318.169403 42.894192 28.265921 0.000000
297.557922 47.100090 54.138939 0.000000
43.829182 11.049610 356.555847 0.000000
203.949356 11.278140 139.545883 0.000000
213.945114 14.075970 165.402054 0.000000
325.927216 50.268700 46.340851 0.000000
53.000648 41.150372 325.894653 0.000000
302.187073 38.533051 42.238449 0.000000
36.584549 37.493069 307.764923 0.000000
239.636536 14.314290 129.399017 0.000000
210.357361 23.520241 179.309204 0.000000
120.347610 22.358101 267.534424 0.000000
129.059143 28.791599 249.826248 0.000000
258.713959 25.479540 103.579391 0.000000
141.300476 37.591591 179.341873 0.000000
40.151779 30.031651 289.075226 0.000000
118.711166 24.340679 211.542892 0.000000
162.772385 14.725830 177.003326 0.000000
157.830795 17.437700 193.544067 0.000000
18.116400 38.287182 312.589905 0.000000
209.099274 41.953800 187.533707 0.000000
140.774567 35.982368 209.765015 0.000000
120.209641 50.743450 234.116562 0.000000
290.569336 26.333290 25.232380 0.000000
316.576050 31.349670 9.503120 0.000000
90.265533 13.305640 253.774689 0.000000
11.722690 40.182510 339.600952 0.000000
348.339966 41.353130 359.065125 0.000000
181.957077 35.305019 142.051315 0.000000
239.854614 53.084171 144.916840 0.000000
185.675583 41.683079 144.352219 0.000000
165.006577 22.753750 234.101303 0.000000
103.075531 26.082741 287.447784 0.000000
66.587410 38.493759 289.164886 0.000000
63.473881 36.826729 323.240845 0.000000
9.070590 7.684980 11.678740 0.000000
123.775993 13.157580 200.223572 0.000000
31.248159 15.286710 314.151672 0.000000
217.763306 22.741791 142.582779 0.000000
269.245972 32.702209 66.112411 0.000000
299.146088 46.475029 44.295170 0.000000
260.362091 42.665371 121.335297 0.000000
63.744499 22.151501 323.568970 0.000000
215.415436 8.544490 167.681824 0.000000
218.815628 18.024900 97.569412 0.000000
263.803375 17.644569 105.926201 0.000000
59.131859 53.618229 315.155853 0.000000
27.993330 50.050468 328.842194 0.000000
30.652880 34.941750 321.866180 0.000000
180.103180 42.913712 174.123642 0.000000
318.412201 50.086040 61.825562 0.000000
211.887589 27.110840 163.888306 0.000000
310.708771 46.687450 42.591850 0.000000
226.341064 45.603352 161.450104 0.000000
162.792526 47.171928 216.920090 0.000000
298.473694 23.086571 45.999470 0.000000
315.156372 47.180462 75.803810 0.000000
356.125580 34.916409 355.865723 0.000000
183.623383 18.949169 192.732529 0.000000
204.615875 40.358292 172.918854 0.000000
44.037922 36.840149 272.691223 0.000000
44.237831 43.080318 352.915985 0.000000
34.806900 41.177719 309.188995 0.000000
298.053711 20.227449 101.474586 0.000000
65.904938 37.852718 300.922913 0.000000
133.404694 23.171280 235.927444 0.000000
340.887970 25.113991 57.370651 0.000000
153.629639 11.827280 178.683975 0.000000
121.873367 42.908291 224.789856 0.000000
109.274841 17.980600 241.148529 0.000000
169.823715 42.148830 212.827530 0.000000
310.560699 24.688801 36.568089 0.000000
89.046417 1.008600 315.545868 0.000000
147.658829 37.387821 186.909348 0.000000
308.355927 28.907560 71.022072 0.000000
322.420990 33.801769 19.495510 0.000000
158.131195 31.344351 201.287079 0.000000
154.911087 37.450722 180.973709 0.000000
171.811005 42.593300 181.216736 0.000000
250.089096 23.701170 123.936096 0.000000
239.480896 18.958151 77.056839 0.000000
72.151833 43.238800 298.677246 0.000000
114.621353 9.725160 289.957153 0.000000
63.497631 35.507179 339.094177 0.000000
38.129631 44.069988 287.977325 0.000000
250.691177 32.417721 133.682358 0.000000
240.030960 45.398289 134.740097 0.000000
263.946716 34.831059 51.053619 0.000000
269.317719 43.408470 120.645264 0.000000
162.525833 10.260320 176.322235 0.000000
205.925919 33.699692 179.996643 0.000000
133.591995 35.970749 267.029572 0.000000
266.927551 22.704330 137.939087 0.000000
96.425529 43.660542 300.590729 0.000000
30.142340 36.493069 317.878998 0.000000
247.697235 22.780090 117.695892 0.000000
174.358734 16.034769 143.649597 0.000000
316.601349 41.081940 50.906860 0.000000
261.555145 43.569969 110.044518 0.000000
112.395203 19.672390 272.417908 0.000000
79.467331 39.299389 314.477966 0.000000
111.459663 40.336948 218.614883 0.000000
359.397156 20.191940 334.425629 0.000000
348.708679 44.884399 1.277440 0.000000
204.423187 38.445850 129.950684 0.000000
7.215360 40.822559 338.092560 0.000000
204.394424 32.163059 112.286484 0.000000
249.473785 50.741138 138.542435 0.000000
106.007057 43.667480 233.069916 0.000000
306.120697 39.753021 35.941368 0.000000
44.498390 8.475970 281.366272 0.000000
237.249573 11.887740 134.875229 0.000000
197.916428 41.431370 123.318069 0.000000
139.154053 37.440899 193.242935 0.000000
301.848755 46.732128 59.805050 0.000000
191.989960 23.976761 175.575653 0.000000
222.982224 19.846170 148.564255 0.000000
125.263138 46.067341 220.061920 0.000000
199.670059 36.227909 157.832001 0.000000
234.094467 49.479160 113.949760 0.000000
58.364311 36.499550 331.368073 0.000000
132.872116 46.792358 235.415314 0.000000
222.349136 34.234612 136.785980 0.000000
302.903931 23.544849 97.886330 0.000000
156.766953 42.987942 197.950348 0.000000
58.137829 33.626362 297.490417 0.000000
312.839020 20.530821 82.584679 0.000000
60.401100 31.803020 314.157501 0.000000
29.725389 30.085991 9.825690 0.000000
217.523773 48.185108 120.691017 0.000000
243.244476 44.693520 104.202583 0.000000
59.020378 38.322399 269.410950 0.000000
237.595154 15.412650 160.334106 0.000000
219.283127 15.818700 144.540802 0.000000
251.336761 27.642639 141.020386 0.000000
59.770031 26.962900 330.729980 0.000000
249.652557 18.281561 93.852921 0.000000
67.880386 18.967199 251.787415 0.000000
75.197952 37.179401 310.314270 0.000000
249.270523 39.451038 120.529152 0.000000
120.586067 39.459309 250.751373 0.000000
112.027618 25.854271 238.297287 0.000000
190.915939 43.594540 152.261642 0.000000
79.054108 43.690041 277.018890 0.000000
133.847214 41.772400 228.675598 0.000000
333.839020 47.774139 52.835651 0.000000
144.001724 47.320549 199.867783 0.000000
348.185852 17.754200 327.180573 0.000000
195.462784 19.893570 165.808655 0.000000
59.204762 32.165699 300.700409 0.000000
346.650085 36.199310 7.394630 0.000000
223.470673 53.100449 124.493752 0.000000
40.700500 43.626919 305.168488 0.000000
316.178101 14.128970 70.398308 0.000000
159.009735 35.672089 215.704514 0.000000
259.083435 38.095791 59.252670 0.000000
282.289337 38.008289 103.338638 0.000000
283.954193 22.211050 88.903183 0.000000
310.042145 11.443530 92.649109 0.000000
77.682770 14.786730 277.466644 0.000000
279.328247 36.867470 46.404919 0.000000
173.169266 24.029209 183.190964 0.000000
45.138630 43.541069 310.030334 0.000000
153.095734 39.079632 213.739914 0.000000
155.251984 41.598652 194.284256 0.000000
337.260895 24.710859 348.626495 0.000000
33.571388 33.692982 291.586090 0.000000
270.582214 37.339390 48.791828 0.000000
300.578125 35.158298 81.706100 0.000000
197.197479 35.763191 168.641617 0.000000
136.212555 28.370180 200.615555 0.000000
281.657379 38.545158 99.928642 0.000000
98.276314 11.147050 239.783875 0.000000
31.595680 48.743191 340.538483 0.000000
323.912018 34.587132 42.123020 0.000000
131.943069 29.920740 200.444565 0.000000
193.126495 36.730911 125.239647 0.000000
196.936707 24.244690 180.781906 0.000000
359.121460 39.830959 19.652050 0.000000
89.190018 24.844120 276.658539 0.000000
224.393875 32.420979 114.544456 0.000000
199.843674 7.809110 148.197052 0.000000
51.459438 39.175911 335.866333 0.000000
32.540440 48.208549 307.331512 0.000000
9.288610 33.258739 331.840698 0.000000
220.688171 24.229679 96.949951 0.000000
164.692535 14.411770 196.788986 0.000000
149.560806 40.053242 182.873962 0.000000
154.669724 40.488499 220.943802 0.000000
14.776990 46.336040 308.534729 0.000000
271.456573 42.802368 115.247620 0.000000
250.131393 45.237782 100.769043 0.000000
201.829315 39.133110 201.728531 0.000000
135.492142 47.916512 229.346024 0.000000
255.525070 34.086658 112.993340 0.000000
322.957886 27.297390 32.113258 0.000000
201.819199 29.597700 128.440796 0.000000
132.262970 31.367479 189.141876 0.000000
70.832840 26.800070 331.654877 0.000000
316.596710 49.236061 70.802879 0.000000
203.927887 41.191391 145.695847 0.000000
50.749432 52.616199 303.828644 0.000000
288.038025 39.009159 102.536308 0.000000
177.625214 37.339859 219.953506 0.000000
231.662979 34.205421 158.337097 0.000000
290.653320 32.190220 67.987839 0.000000
346.362244 44.567249 34.233139 0.000000
301.307495 50.869850 59.850140 0.000000
324.942596 21.282801 54.083359 0.000000
103.310951 29.659750 275.202087 0.000000
131.167664 34.481800 248.319946 0.000000
338.464020 45.738621 23.259230 0.000000
244.788956 40.898540 91.556229 0.000000
27.923330 9.160600 307.617828 0.000000
177.976807 22.476999 139.161743 0.000000
260.828857 41.153389 87.290031 0.000000
76.358109 33.267262 283.983307 0.000000
42.284550 42.831680 337.947357 0.000000
54.214249 24.388350 268.274109 0.000000
131.865707 50.922192 212.901382 0.000000
214.376144 40.770569 180.970169 0.000000
127.266922 44.082321 259.204437 0.000000
323.628815 55.323399 45.542229 0.000000
3.277760 41.556931 33.893372 0.000000
15.829340 41.839031 308.191895 0.000000
237.221680 31.727180 114.447632 0.000000
17.886930 39.170410 21.849991 0.000000
88.431686 12.878090 245.910156 0.000000
224.919983 45.182041 139.996155 0.000000
129.482513 38.653622 272.188599 0.000000
130.950684 48.299629 196.498672 0.000000
73.624741 28.620890 305.603485 0.000000
40.027630 21.136820 329.450470 0.000000
94.002762 41.878750 287.869507 0.000000
346.772858 7.547720 333.356232 0.000000
220.097321 22.420139 114.793694 0.000000
91.965569 37.862770 250.065414 0.000000
349.063293 41.580929 12.881400 0.000000
277.326050 21.486200 62.071270 0.000000
166.554428 29.843470 155.836807 0.000000
122.463219 41.745060 199.015930 0.000000
127.822144 15.591440 207.593063 0.000000
211.603714 23.776409 173.881866 0.000000
328.553223 29.443701 13.316140 0.000000
294.530304 5.493280 70.536552 0.000000
205.746628 31.579121 197.161346 0.000000
263.752808 18.889460 68.895409 0.000000
287.236237 19.400080 38.635841 0.000000
102.611931 32.146629 225.803802 0.000000
223.559647 45.321220 136.603851 0.000000
38.173950 57.990528 312.495209 0.000000
130.655807 23.491541 256.251007 0.000000
105.378403 40.228161 264.781128 0.000000
316.277954 20.639681 41.289612 0.000000
58.791988 24.682461 319.455170 0.000000
132.961319 35.885761 190.712708 0.000000
263.160278 23.999451 117.046272 0.000000
271.711487 10.907130 69.246368 0.000000
204.329727 48.540070 150.713715 0.000000
245.444473 33.232151 114.842506 0.000000
295.508209 27.380980 48.112751 0.000000
15.626610 29.536770 336.119263 0.000000
313.233276 46.542580 44.341068 0.000000
112.876244 33.486252 241.349380 0.000000
312.127747 44.554501 56.553349 0.000000
140.388046 31.241060 194.467361 0.000000
353.949249 44.249062 41.214020 0.000000
93.934761 26.241680 238.164474 0.000000
25.339460 26.539400 315.892700 0.000000
265.168701 40.582321 86.936501 0.000000
301.223877 39.571049 47.171261 0.000000
77.873772 37.968361 249.474701 0.000000
52.995178 45.911449 299.030212 0.000000
196.070160 20.301920 173.134537 0.000000
151.857925 42.645710 211.425293 0.000000
322.695953 30.627701 35.196449 0.000000
145.975357 54.920589 240.613846 0.000000
88.140778 20.518440 258.382935 0.000000
351.136963 27.687830 347.082794 0.000000
162.209824 29.710260 171.297928 0.000000
317.168427 27.701040 48.607288 0.000000
249.378754 18.386921 83.655617 0.000000
230.938202 26.971951 154.563370 0.000000
304.565063 57.308830 32.564690 0.000000
191.592178 40.501629 124.862198 0.000000
238.313232 36.584789 164.620956 0.000000
123.861313 38.001652 258.400299 0.000000
36.535568 36.370251 341.357849 0.000000
327.447815 34.081890 30.631149 0.000000
141.627502 31.692829 225.218323 0.000000
45.944561 47.240860 342.592712 0.000000
136.262024 53.922668 210.166122 0.000000
322.724609 42.288010 7.825130 0.000000
299.552460 46.797401 71.903923 0.000000
229.790253 29.071859 90.002380 0.000000
332.854828 51.239311 48.037411 0.000000
79.745079 26.912769 250.516647 0.000000
149.621384 42.665119 199.129745 0.000000
112.049690 43.657410 261.686249 0.000000
166.874405 39.208832 218.183914 0.000000
284.184845 14.552070 64.389832 0.000000
22.735130 47.131748 327.182373 0.000000
173.783493 33.997108 218.224182 0.000000
313.338043 37.760269 24.760799 0.000000
88.228439 7.394620 241.892685 0.000000
248.102081 27.109850 153.762650 0.000000
331.807526 6.775640 40.869122 0.000000
337.596619 33.148140 45.666370 0.000000
130.634705 54.576050 212.326645 0.000000
315.005066 48.051830 25.209070 0.000000
355.796631 21.510759 5.052630 0.000000
68.946617 21.541321 310.428772 0.000000
158.038727 13.075150 177.970673 0.000000
287.872009 38.342361 41.583351 0.000000
188.103088 22.059851 183.123734 0.000000
326.529907 47.236679 31.165220 0.000000
197.264267 16.332760 182.079391 0.000000
212.743912 47.020210 131.990997 0.000000
358.782288 36.612629 326.118988 0.000000
116.903992 30.935089 285.270325 0.000000
80.116882 21.483021 274.775269 0.000000
306.674103 45.019730 87.281143 0.000000
219.720093 32.893490 183.147614 0.000000
199.112183 32.791420 193.899445 0.000000
171.684998 41.626572 206.984146 0.000000
26.620001 36.392750 294.837738 0.000000
355.215668 37.836811 34.436489 0.000000
349.049255 45.037971 42.407360 0.000000
339.788605 43.989811 53.712318 0.000000
277.894348 39.755878 59.068459 0.000000
359.933563 27.034781 25.944160 0.000000
355.927795 33.514320 344.907959 0.000000
18.470470 31.594860 25.475651 0.000000
259.332977 9.901010 67.087387 0.000000
222.804108 26.936331 161.172623 0.000000
41.681561 20.715071 333.951843 0.000000
47.606579 27.834499 282.051880 0.000000
322.955109 18.120520 354.120697 0.000000
49.839409 48.347160 332.267181 0.000000
204.100098 44.656490 116.873009 0.000000
67.132736 44.635021 327.153687 0.000000
28.026840 13.208910 342.817383 0.000000
219.080154 32.252331 143.057907 0.000000
352.129303 20.592100 29.939180 0.000000
321.143616 52.472050 57.313980 0.000000
182.747147 22.450041 183.719559 0.000000
220.791824 52.311600 118.367668 0.000000
340.846771 31.154579 22.535500 0.000000
335.391205 33.563751 350.005341 0.000000
86.921516 24.582180 260.971802 0.000000
244.100830 39.285461 133.909653 0.000000
241.985352 41.207840 131.871597 0.000000
29.707750 15.050200 14.546770 0.000000
232.219086 53.798222 125.664963 0.000000
296.177307 37.485802 71.591820 0.000000
235.638962 50.546398 151.847748 0.000000
144.017410 23.441339 229.250870 0.000000
308.790375 32.889351 11.074750 0.000000
217.736374 51.668949 141.614151 0.000000
340.511749 21.432970 62.033169 0.000000
284.332275 13.979230 42.758839 0.000000
138.201920 26.588520 221.801575 0.000000
246.671967 31.469120 90.416557 0.000000
337.832855 34.887901 50.345901 0.000000
336.767944 50.736038 53.384449 0.000000
181.598007 24.958900 162.279617 0.000000
136.563873 44.814018 239.694534 0.000000
342.908020 24.178391 27.246450 0.000000
9.459700 47.277721 311.426697 0.000000
163.009644 23.681730 168.362991 0.000000
168.149124 17.911909 217.181931 0.000000
29.364740 27.983150 319.483459 0.000000
321.576385 28.308090 81.499191 0.000000
33.914940 52.073330 306.465393 0.000000
118.427834 22.468580 259.550171 0.000000
99.493217 33.676128 238.876144 0.000000
351.420166 41.635479 15.049480 0.000000
274.233276 28.333250 103.514008 0.000000
69.441277 47.246170 287.190552 0.000000
242.457428 42.418201 113.303703 0.000000
4.879570 16.184130 336.275330 0.000000
93.157310 24.843470 265.862976 0.000000
49.922710 33.899300 350.850555 0.000000
244.131851 34.730259 147.949295 0.000000
268.802490 28.447929 55.238071 0.000000
121.367851 33.230068 266.563782 0.000000
314.514709 9.934230 11.401110 0.000000
86.906830 33.966061 231.349808 0.000000
102.852280 28.995529 297.351440 0.000000
213.353165 25.307699 152.591263 0.000000
267.327240 39.030621 121.175453 0.000000
328.357941 41.989151 46.410702 0.000000
324.735016 49.380630 25.116920 0.000000
83.229889 45.182400 280.922058 0.000000
316.976196 32.974861 46.827751 0.000000
278.404877 24.423130 110.520554 0.000000
4.149580 9.549350 39.990108 0.000000
192.164688 45.979519 159.225494 0.000000
190.777878 43.771130 145.471085 0.000000
241.884293 15.071050 89.351158 0.000000
186.738052 12.762590 133.282822 0.000000
341.189728 35.328449 35.633949 0.000000
0.709500 39.090019 43.431992 0.000000
331.487488 44.096931 69.231506 0.000000
285.292419 16.831480 31.967720 0.000000
358.842834 34.859482 330.220947 0.000000
144.993851 7.843390 186.060028 0.000000
318.454224 45.173519 10.967690 0.000000
150.361145 11.585310 169.552673 0.000000
345.329254 40.913921 333.700897 0.000000
212.607162 29.885500 180.933365 0.000000
232.190277 49.530621 147.898651 0.000000
24.361259 22.638309 344.285095 0.000000
97.541122 28.136311 218.393143 0.000000
168.243240 25.983580 181.485016 0.000000
191.183517 35.540470 162.796967 0.000000
115.754349 42.433651 266.656952 0.000000
308.163849 32.963371 74.086182 0.000000
41.038910 27.831461 297.096954 0.000000
47.204811 35.391121 305.900085 0.000000
329.458191 26.050940 5.010410 0.000000
173.650787 30.952850 183.399414 0.000000
31.890150 32.999249 350.432556 0.000000
137.378342 35.209148 232.243134 0.000000
140.964127 24.127460 188.846893 0.000000
347.666199 18.173281 344.948456 0.000000
10.243500 43.589859 322.515961 0.000000
157.582367 32.926998 171.348633 0.000000
322.644135 31.591360 71.078552 0.000000
335.283752 28.463390 344.393555 0.000000
207.858871 12.302430 179.536240 0.000000
177.172714 41.480740 213.584763 0.000000
332.321045 17.595381 348.073120 0.000000
241.390518 33.787170 125.509438 0.000000
101.300117 13.713280 273.257416 0.000000
142.499176 44.743370 188.496964 0.000000
149.991333 43.301510 221.445877 0.000000
300.620392 53.035061 29.366920 0.000000
340.120697 26.187851 354.172394 0.000000
129.233505 37.710899 197.205795 0.000000
285.317230 22.417669 92.474419 0.000000
185.236511 13.299920 190.757263 0.000000
328.542175 41.570850 7.799630 0.000000
35.834511 24.758780 283.165100 0.000000
106.261810 35.356430 240.721146 0.000000
145.451828 16.001711 217.430923 0.000000
318.293427 39.622551 0.339510 0.000000
106.523247 42.036320 295.817993 0.000000
155.369812 20.078501 225.082535 0.000000
216.833649 26.178610 125.270576 0.000000
147.532883 43.463490 182.656815 0.000000
15.201800 35.919399 317.921936 0.000000
162.802505 46.914791 200.561447 0.000000
234.408356 22.633459 107.509460 0.000000
342.148102 36.444370 59.934509 0.000000
165.758484 26.500681 215.677460 0.000000
18.751129 44.399311 331.836060 0.000000
208.151855 30.749689 160.997314 0.000000
158.921844 24.069380 158.443344 0.000000
23.378410 48.945461 323.351746 0.000000
293.761780 15.029570 62.255489 0.000000
51.513371 29.268379 307.598480 0.000000
213.415283 4.448380 183.779846 0.000000
136.209396 38.761120 234.837921 0.000000
254.102310 41.381580 70.287941 0.000000
305.563599 49.281361 54.091770 0.000000
344.996552 37.691238 340.610657 0.000000
305.187042 32.898701 50.664268 0.000000
264.517914 39.056980 65.973534 0.000000
106.264977 10.255660 294.295197 0.000000
129.613693 23.142691 243.216385 0.000000
309.157593 32.855549 50.970749 0.000000
159.267883 40.741581 199.592667 0.000000
161.687393 34.393570 226.968430 0.000000
56.544479 45.358810 281.670380 0.000000
129.514008 51.944832 226.274902 0.000000
41.342529 26.760929 284.585022 0.000000
284.824554 44.558151 94.246330 0.000000
218.327286 36.114681 153.429672 0.000000
69.298828 21.321730 270.946564 0.000000
154.451859 22.330790 185.988083 0.000000
32.089951 50.009022 328.338257 0.000000
327.742279 42.738880 15.543150 0.000000
310.601501 58.713520 41.255951 0.000000
86.302551 34.801418 258.991699 0.000000
338.228363 24.572290 342.339264 0.000000
245.327560 44.976971 90.425880 0.000000
354.814545 36.710609 29.353420 0.000000
165.333817 22.836069 162.864944 0.000000
326.650787 25.174400 76.400620 0.000000
132.785492 38.799332 203.008743 0.000000
93.572884 37.703350 233.671677 0.000000
293.268738 25.601629 106.577019 0.000000
228.284103 23.219210 148.889587 0.000000
154.032578 48.918701 213.040344 0.000000
202.051926 18.451590 155.939865 0.000000
50.785660 49.605541 288.635864 0.000000
106.990791 21.695271 261.117249 0.000000
143.679703 29.690010 210.392517 0.000000
297.012177 15.668400 22.698601 0.000000
140.175919 23.684811 240.141525 0.000000
64.771759 25.382120 304.804047 0.000000
118.428413 30.676910 259.562469 0.000000
345.570038 37.394859 34.906590 0.000000
269.890045 30.686100 116.907440 0.000000
280.381348 1.682950 101.514603 0.000000
189.970978 42.068409 200.803314 0.000000
307.463013 23.264811 35.715889 0.000000
220.892807 34.406521 132.885986 0.000000
126.097214 45.237461 267.162201 0.000000
255.933533 29.230560 140.275299 0.000000
157.842987 7.431350 163.931305 0.000000
111.699448 48.774021 228.250397 0.000000
256.361206 27.652250 147.533768 0.000000
283.353363 13.516710 69.434837 0.000000
131.360886 49.741199 200.165237 0.000000
255.385193 19.194500 120.745003 0.000000
40.344662 27.335720 345.100159 0.000000
333.885040 40.469009 44.435230 0.000000
256.581238 32.078110 136.521347 0.000000
206.790619 34.714828 166.556946 0.000000
253.542145 14.756770 134.394501 0.000000
239.757950 30.456800 157.444656 0.000000
320.537598 29.948000 61.317051 0.000000
0.945390 18.658421 43.826550 0.000000
132.983673 30.595409 218.728973 0.000000
294.499115 48.660782 36.486980 0.000000
43.941738 18.581600 343.929626 0.000000
266.350128 42.289490 49.469631 0.000000
168.597321 22.533541 179.064346 0.000000
191.212250 7.439800 138.559708 0.000000
216.006500 37.851959 177.276215 0.000000
98.607536 16.115311 235.392303 0.000000
98.140442 20.838390 276.229126 0.000000
182.660904 12.799800 167.854233 0.000000
47.211552 56.942879 316.818207 0.000000
44.418079 18.753830 288.796387 0.000000
52.345139 52.132450 329.249359 0.000000
258.136597 41.844181 138.059021 0.000000
69.444481 6.720220 250.161133 0.000000
165.853043 21.117300 217.269058 0.000000
141.827835 27.818110 222.656509 0.000000
316.377991 24.710739 27.588840 0.000000
252.784164 44.656879 130.610672 0.000000
324.114288 35.198730 77.880493 0.000000
92.884483 33.205051 264.978607 0.000000
281.596344 25.387310 49.328411 0.000000
122.770599 37.736469 267.988922 0.000000
65.568901 42.025059 250.794525 0.000000
359.183655 30.575460 347.490082 0.000000
63.355621 34.806808 264.507874 0.000000
161.558014 17.186119 205.150146 0.000000
104.766037 48.268379 217.640839 0.000000
33.402309 19.840340 325.969055 0.000000
158.774933 23.987200 211.876053 0.000000
220.893707 36.236000 154.878998 0.000000
71.174652 21.950279 323.627197 0.000000
268.315247 33.931431 129.598343 0.000000
70.148399 43.683331 281.746887 0.000000
345.397278 40.342098 42.950218 0.000000
23.090300 26.254801 300.555481 0.000000
228.718094 32.795139 97.900543 0.000000
292.655487 37.111141 101.323181 0.000000
258.724609 20.767260 92.817772 0.000000
120.995171 40.363232 237.887894 0.000000
1.487230 24.029011 331.175690 0.000000
8.124600 21.942301 328.430115 0.000000
231.748032 41.926491 138.768997 0.000000
225.741806 30.293329 179.159912 0.000000
125.076538 45.904861 215.387833 0.000000
170.336288 29.941010 195.919647 0.000000
198.794327 38.825081 119.621521 0.000000
113.475731 4.888280 271.453369 0.000000
323.441559 37.445679 45.550209 0.000000
211.118515 39.783520 118.603104 0.000000
333.658722 36.425190 50.705311 0.000000
187.668411 20.142151 130.753525 0.000000
114.293083 16.312559 206.051407 0.000000
228.096756 34.851608 157.572250 0.000000
221.120087 46.065861 121.358490 0.000000
102.914223 23.139500 250.372391 0.000000
117.582573 38.238850 264.903503 0.000000
72.233704 40.385059 246.083282 0.000000
234.659454 24.980961 120.893799 0.000000
42.535961 49.760731 339.262085 0.000000
58.768101 48.258739 300.766663 0.000000
174.782516 40.978588 142.229462 0.000000
304.196167 29.168240 54.343781 0.000000
42.326870 40.991131 309.717407 0.000000
51.784809 54.709881 321.906403 0.000000
139.754654 13.829990 251.961349 0.000000
318.086884 29.929150 80.913101 0.000000
66.010963 28.640770 276.988586 0.000000
349.072754 35.831959 2.011720 0.000000
7.092730 41.423050 319.673523 0.000000
58.425289 36.775909 339.028107 0.000000
213.931900 46.854679 139.672882 0.000000
130.078156 20.600410 226.000854 0.000000
326.684357 41.316738 29.203770 0.000000
22.565990 37.229759 10.287240 0.000000
245.074966 22.066271 73.481628 0.000000
61.775650 37.734341 263.322083 0.000000
130.150940 46.822151 232.608566 0.000000
283.163269 31.383150 51.997459 0.000000
76.599510 38.662041 264.117188 0.000000
99.233040 38.632359 280.079620 0.000000
146.783340 48.352169 243.600906 0.000000
308.368866 46.683540 16.745590 0.000000
288.686951 28.284861 113.117851 0.000000
195.075485 9.091600 190.364609 0.000000
349.134094 25.251760 26.402571 0.000000
123.881248 41.889778 254.722931 0.000000
325.064850 14.769180 76.252861 0.000000
177.986313 35.175121 199.849777 0.000000
265.574005 12.135240 94.540527 0.000000
57.030380 43.653709 309.401001 0.000000
244.924667 39.631329 84.633812 0.000000
343.065552 31.969200 46.937561 0.000000
290.171875 34.742649 43.344002 0.000000
315.699371 36.007801 51.237331 0.000000
67.255898 21.557600 300.892792 0.000000
157.702209 26.715700 200.722336 0.000000
31.409731 18.448570 306.763824 0.000000
252.628143 38.131512 82.696541 0.000000
42.903690 50.062439 326.914795 0.000000
200.867294 42.418812 130.122406 0.000000
233.973587 40.704601 155.194733 0.000000
23.907040 18.604370 331.985779 0.000000
296.950836 16.940611 95.182831 0.000000
183.019684 5.846950 136.229095 0.000000
339.646423 24.288820 22.876881 0.000000
275.834869 39.724281 52.624161 0.000000
62.516209 15.983600 291.614410 0.000000
158.261124 4.249380 170.796585 0.000000
69.991302 34.936569 299.934570 0.000000
36.705410 21.886580 285.733032 0.000000
315.873993 26.295561 66.570038 0.000000
79.865150 46.550091 311.275757 0.000000
17.196289 28.044479 323.093872 0.000000
105.860687 30.330580 290.716400 0.000000
231.292435 13.328390 90.059196 0.000000
333.306152 39.080898 356.384064 0.000000
12.340900 19.640030 344.299133 0.000000
67.821510 41.902061 334.813019 0.000000
24.595409 19.036690 298.841919 0.000000
13.961030 47.436489 326.762604 0.000000
240.584656 51.250149 138.217392 0.000000
86.175659 13.975840 291.099426 0.000000
154.202301 35.689548 248.650055 0.000000
192.018265 11.193150 172.478287 0.000000
297.093414 33.351452 57.550129 0.000000
46.594120 38.514210 274.789551 0.000000
7.432380 30.077009 345.410645 0.000000
352.717865 43.307018 6.115180 0.000000
157.011353 48.815701 223.216919 0.000000
305.028137 46.985291 46.632938 0.000000
33.315681 38.605492 329.947021 0.000000
104.714279 25.540359 274.719452 0.000000
313.072571 13.040620 65.868134 0.000000
239.512283 4.904460 105.700188 0.000000
122.498993 51.065022 241.456543 0.000000
73.265831 39.525181 275.123444 0.000000
130.827209 39.022991 218.479263 0.000000
258.406433 38.371792 73.500450 0.000000
236.975876 41.385311 130.473343 0.000000
334.909790 33.793571 56.317768 0.000000
75.605530 43.754230 304.011505 0.000000
117.598534 38.069469 249.295166 0.000000
156.147644 26.099979 247.517517 0.000000
131.744888 30.941080 258.004028 0.000000
73.644920 22.327089 277.463654 0.000000
253.309769 20.329229 118.882111 0.000000
292.202393 26.835150 40.541538 0.000000
111.279678 48.615200 232.905212 0.000000
